from_table,from_column,to_table,edge_kind,how,cross_schema,required
marketing.referral,referrer_subject_id,pii.subject,reference,convention,yes,yes
marketing.review,opened_case_id,marketing.case,reference,declared,,yes
marketing.review,related_order_id,orders.sales_order,reference,declared,yes,yes
marketing.review,responded_by_principal_id,identity.principal,reference,declared,yes,yes
marketing.review,subject_id,pii.subject,reference,declared,yes,yes
marketing.review,venue_id,platform.org_unit,reference,declared,yes,yes
marketing.segment,venue_id,platform.org_unit,reference,declared,yes,yes
marketing.segment,via createSegment,marketing.segment_criterion,ambient,lineage,,
marketing.segment_criterion,segment_id,marketing.segment,child,declared,,yes
marketing.subscription,guest_id,queue.waiting_guest,reference,convention,yes,yes
marketing.suppression,suppressed_by_principal_id,identity.principal,reference,declared,yes,yes
marketing.touch_point,campaign_id,marketing.campaign,reference,declared,,yes
marketing.touch_point,journey_id,marketing.journey,reference,declared,,yes
marketing.touch_point,subject_id,pii.subject,reference,declared,yes,yes
marketing.wishlist_item,performance_id,catalogue.performance,reference,declared,yes,
marketing.wishlist_item,subject_id,pii.subject,reference,declared,yes,yes
marketing.wishlist_item,variant_id,catalogue.variant,reference,declared,yes,yes
orders.b2b_credit,account_id,ledger.account,reference,declared,yes,yes
orders.b2b_credit,via overrideCreditLimit,orders.credit_override,ambient,lineage,,
orders.cart,subject_id,pii.subject,reference,declared,yes,yes
orders.cart,venue_id,platform.org_unit,reference,declared,yes,yes
orders.cart,via checkoutCart,orders.order_line,ambient,lineage,,
orders.cart,via checkoutCart,orders.sales_order,ambient,lineage,,
orders.cart,via claimCart,orders.cart_line,ambient,lineage,,
orders.cart_line,cart_id,orders.cart,child,declared,,yes
orders.cart_line,inventory_hold_id,catalogue.inventory_hold,reference,convention,yes,yes
orders.cart_line,lease_id,catalogue.inventory_hold,reference,declared,yes,yes
orders.cart_line,performance_id,catalogue.performance,reference,declared,yes,yes
orders.cart_line,variant_id,catalogue.variant,reference,declared,yes,yes
orders.cash_count_line,denomination_id,platform.denomination,reference,convention,yes,yes
orders.cash_count_line,deposit_box_id,orders.deposit_box,reference,convention,,yes
orders.cash_count_line,shift_id,orders.shift,reference,declared,,yes
orders.cash_count_line,via createCashMovement,orders.cash_movement,ambient,lineage,,
orders.cash_count_line,via openShift,orders.shift,ambient,lineage,,
orders.cash_movement,authorised_by_principal_id,identity.principal,reference,declared,yes,yes
orders.cash_movement,shift_id,orders.shift,reference,declared,,yes
orders.cash_movement,via adjustDepositBoxFloat,orders.deposit_box,ambient,lineage,,
orders.cash_movement,via allocateDepositBox,orders.deposit_box,ambient,lineage,,
orders.cash_movement,via withdrawFromDepositBox,orders.deposit_box,ambient,lineage,,
orders.chargeback,payment_id,orders.payment,reference,declared,,yes
orders.chargeback,provider_id,ai.provider,reference,declared,yes,yes
orders.credit_override,authorised_by_principal_id,identity.principal,reference,convention,yes,yes
orders.credit_override,b2b_credit_id,orders.b2b_credit,reference,declared,,yes
orders.deposit_box,cashier_principal_id,identity.principal,reference,declared,yes,yes
orders.deposit_box,closed_by_principal_id,identity.principal,reference,convention,yes,yes
orders.deposit_box,shift_id,orders.shift,reference,declared,,yes
orders.deposit_box,venue_id,platform.org_unit,reference,declared,yes,yes
orders.deposit_box,workstation_id,platform.workstation,reference,declared,yes,yes
orders.donation_line,campaign_id,catalogue.donation_campaign,reference,declared,yes,yes
orders.donation_line,order_id,orders.sales_order,reference,declared,,yes
orders.group_booking,leader_subject_id,pii.subject,reference,convention,yes,yes
orders.invitation,cost_center_id,ledger.cost_center,reference,declared,yes,yes
orders.invitation,issued_by_principal_id,identity.principal,reference,convention,yes,yes
orders.invitation,offered_by_principal_id,identity.principal,reference,convention,yes,yes
orders.invitation,performance_id,catalogue.performance,reference,declared,yes,yes
orders.invitation,product_id,catalogue.product,reference,declared,yes,yes
orders.invitation_allowance,principal_id,identity.principal,reference,declared,yes,yes
orders.invitation_allowance,role_id,identity.role,reference,declared,yes,yes
orders.no_sale_event,principal_id,identity.principal,reference,declared,yes,yes
orders.no_sale_event,shift_id,orders.shift,reference,declared,,yes
orders.no_sale_event,workstation_id,platform.workstation,reference,declared,yes,yes
orders.order_discount,order_id,orders.sales_order,reference,declared,,yes
orders.order_discount,via compItem,orders.order_line,ambient,lineage,,
orders.order_line,inventory_hold_id,catalogue.inventory_hold,reference,convention,yes,yes
orders.order_line,lease_id,catalogue.inventory_hold,reference,declared,yes,yes
orders.order_line,performance_id,catalogue.performance,reference,declared,yes,yes
orders.order_line,sales_order_id,orders.sales_order,reference,declared,,yes
orders.order_line,variant_id,catalogue.variant,reference,declared,yes,yes
orders.order_line,via applyManualDiscount,orders.payment,ambient,lineage,,
orders.order_line,via applyManualDiscount,orders.sales_order,ambient,lineage,,
orders.order_line,via convertReservation,orders.payment,ambient,lineage,,
orders.order_line,via convertReservation,orders.sales_order,ambient,lineage,,
orders.order_line,via createOrder,orders.payment,ambient,lineage,,
orders.order_line,via createOrder,orders.sales_order,ambient,lineage,,
orders.order_line,via holdOrder,orders.payment,ambient,lineage,,
orders.order_line,via holdOrder,orders.sales_order,ambient,lineage,,
orders.order_line,via modifyOrder,orders.payment,ambient,lineage,,
orders.order_line,via modifyOrder,orders.sales_order,ambient,lineage,,
orders.order_line,via resumeOrder,orders.payment,ambient,lineage,,
orders.order_line,via resumeOrder,orders.sales_order,ambient,lineage,,
orders.order_line,via splitOrder,orders.sales_order,ambient,lineage,,
orders.order_line,via voidOrder,orders.payment,ambient,lineage,,
orders.order_line,via voidOrder,orders.sales_order,ambient,lineage,,
orders.order_media_link,order_id,orders.sales_order,reference,declared,,yes
orders.payment,order_id,orders.sales_order,reference,declared,,yes
orders.payment,via capturePayment,platform.outbox,ambient,lineage,yes,
orders.payment,via inquirePaymentStatus,platform.outbox,ambient,lineage,yes,
orders.payment_link,issued_by_principal_id,identity.principal,reference,convention,yes,yes
orders.payment_link,reservation_id,retail.reservation,reference,convention,yes,yes
orders.payment_provider,via setPaymentProvider,orders.payment_routing,ambient,lineage,,
orders.payment_routing,fallback_provider_id,ai.provider,reference,convention,yes,yes
orders.payment_routing,provider_id,ai.provider,reference,declared,yes,yes
orders.payment_tip,payment_id,orders.payment,child,declared,,yes
orders.payment_token,consent_purpose_id,marketing.consent_purpose,reference,declared,yes,yes
orders.payment_token,provider_id,ai.provider,reference,declared,yes,yes
orders.payment_token,subject_id,pii.subject,reference,declared,yes,yes
orders.refund,approved_by_principal_id,identity.principal,reference,declared,yes,yes
orders.refund,ledger_entry_id,ledger.posting,reference,declared,yes,yes
orders.refund,order_id,orders.sales_order,reference,declared,,yes
orders.refund,requested_by_principal_id,identity.principal,reference,declared,yes,yes
orders.refund,secondary_principal_id,identity.principal,reference,declared,yes,yes
orders.refund,tax_reversal_entry_id,queue.waiting_guest,reference,convention,yes,yes
orders.refund_policy,venue_id,platform.org_unit,reference,declared,yes,yes
orders.resale_listing,entitlement_id,catalogue.entitlement_template,reference,convention,yes,yes
orders.resale_listing,seller_subject_id,pii.subject,reference,convention,yes,yes
orders.resale_listing,sold_to_subject_id,pii.subject,reference,convention,yes,yes
orders.reservation,converted_order_id,orders.sales_order,reference,declared,,yes
orders.reservation,venue_id,platform.org_unit,reference,declared,yes,yes
orders.sales_order,principal_id,identity.principal,reference,declared,yes,yes
orders.sales_order,shift_id,orders.shift,reference,declared,,yes
orders.sales_order,subject_id,pii.subject,reference,declared,yes,yes
orders.sales_order,venue_id,platform.org_unit,reference,declared,yes,yes
orders.sales_order,via linkGuestCheckout,pii.subject,ambient,lineage,yes,
orders.sales_order,workstation_id,platform.workstation,reference,declared,yes,yes
orders.shift,principal_id,identity.principal,reference,declared,yes,yes
orders.shift,venue_id,platform.org_unit,reference,declared,yes,yes
orders.shift,via acceptShiftVariance,platform.outbox,ambient,lineage,yes,
orders.shift,workstation_id,platform.workstation,reference,declared,yes,yes
orders.stored_value_authorisation,via captureStoredValue,wallet.wallet_transaction,ambient,lineage,yes,
orders.stored_value_authorisation,via checkInResource,resources.booking,ambient,lineage,yes,
orders.stored_value_authorisation,via checkInResource,resources.resource,ambient,lineage,yes,
orders.stored_value_authorisation,via checkOutResource,resources.booking,ambient,lineage,yes,
orders.stored_value_authorisation,via checkOutResource,resources.resource,ambient,lineage,yes,
orders.ticket_transfer,from_subject_id,pii.subject,reference,declared,yes,yes
orders.ticket_transfer,order_id,orders.sales_order,reference,declared,,yes
orders.ticket_transfer,to_subject_id,pii.subject,reference,declared,yes,yes
orders.wallet_pass,entitlement_id,catalogue.entitlement_template,reference,convention,yes,yes
payments.authentication_policy,mandate_text_asset_id,maintenance.asset,reference,convention,yes,yes
payments.chargeback_evidence,chargeback_id,orders.chargeback,reference,convention,yes,yes
payments.hosted_checkout,branding_asset_id,maintenance.asset,reference,convention,yes,yes
payments.merchant_account,legal_entity_id,ledger.legal_entity,reference,convention,yes,yes
payments.payment_terms,account_id,ledger.account,reference,convention,yes,yes
payments.provider_connection,merchant_account_id,payments.merchant_account,reference,convention,,yes
payments.reconciliation_source,connection_id,payments.provider_connection,reference,convention,,yes
payments.stored_forward,device_id,platform.device,reference,convention,yes,yes
payments.terminal,acquirer_connection_id,payments.provider_connection,reference,convention,,yes
payments.terminal,device_id,platform.device,reference,convention,yes,yes
payments.terminal,merchant_account_id,payments.merchant_account,reference,convention,,yes
pii.subject,erasure_request_id,approvals.request,reference,convention,yes,
pii.subject,via deleteGuestAccount,platform.dsar_request,ambient,lineage,yes,
pii.subject_biometric,consent_purpose_id,marketing.consent_purpose,reference,declared,yes,yes
pii.subject_biometric,entitlement_id,catalogue.entitlement_template,reference,convention,yes,yes
pii.subject_biometric,guardian_subject_id,pii.subject,child,convention,,yes
pii.subject_biometric,subject_id,pii.subject,child,declared,,yes
pii.subject_contact,subject_id,pii.subject,child,declared,,yes
pii.subject_document,subject_id,pii.subject,child,declared,,yes
platform.audit_read,principal_id,identity.principal,reference,declared,yes,yes
platform.audit_read,subject_id,pii.subject,reference,declared,yes,yes
platform.audit_record,org_unit_id,platform.org_unit,reference,declared,,yes
platform.audit_record,principal_id,identity.principal,reference,declared,yes,yes
platform.cross_region_entitlement,admission_profile_id,access.admission_rules,reference,declared,yes,yes
platform.cross_region_entitlement,admission_rules_id,access.admission_rules,reference,convention,yes,yes
platform.cross_region_entitlement,guest_link_id,platform.guest_link,reference,declared,,yes
platform.cross_region_entitlement,right_id,platform.cross_region_entitlement,reference,convention,,yes
platform.cross_region_entitlement,ticket_id,access.entitlement,reference,declared,yes,yes
platform.cross_region_entitlement,venue_id,platform.org_unit,reference,declared,,yes
platform.dead_letter,outbox_id,platform.outbox,reference,convention,,yes
platform.dead_letter,via replayDeadLetter,platform.outbox,ambient,lineage,,
platform.device,via configureWorkstation,platform.workstation,ambient,lineage,,
platform.device,workstation_id,platform.workstation,reference,declared,,yes
platform.device_heartbeat,device_id,platform.device,child,declared,,yes
platform.dsar_request,guest_link_id,platform.guest_link,reference,declared,,yes
platform.dsar_request,request_id,approvals.request,reference,declared,yes,yes
platform.guest_link,guest_link_id,platform.guest_link,reference,declared,,yes
platform.outbox,via publishTenantConfig,whitelabel.config_version,ambient,lineage,yes,
platform.outlet,cost_center_id,ledger.cost_center,reference,declared,yes,yes
platform.outlet,stock_location_id,inventory.location,reference,declared,yes,yes
platform.outlet,venue_id,platform.org_unit,reference,declared,,yes
platform.profile_deployment,profile_id,platform.profile_deployment,reference,convention,,yes
platform.profile_deployment,via deployConfigurationProfile,platform.workstation,ambient,lineage,,
platform.region_settings,org_unit_id,platform.org_unit,reference,declared,,yes
platform.sale_board,venue_id,platform.org_unit,reference,declared,,yes
platform.sale_board_page,sale_board_id,platform.sale_board,child,declared,,yes
platform.sale_board_tile,page_id,platform.sale_board_page,reference,declared,,yes
platform.tenant,home_region_id,platform.org_unit,reference,declared,,yes
platform.venue_settings,org_unit_id,platform.org_unit,reference,declared,,yes
platform.wallet_authorisation,authorisation_id,platform.wallet_authorisation,reference,convention,,yes
platform.wallet_authorisation,fx_rate_id,ledger.fx_rate,reference,convention,yes,yes
platform.wallet_authorisation,guest_link_id,platform.guest_link,reference,declared,,yes
platform.wallet_authorisation,order_id,orders.sales_order,reference,declared,yes,yes
platform.workstation,access_point_id,access.access_point,reference,declared,yes,yes
platform.workstation,configuration_profile_id,platform.configuration_profile,reference,convention,,yes
platform.workstation,department_id,platform.org_unit,reference,declared,,yes
platform.workstation,edge_node_id,platform.org_unit,reference,convention,,yes
platform.workstation,org_unit_id,platform.org_unit,reference,declared,,yes
platform.workstation,region_id,platform.org_unit,reference,declared,,yes
platform.workstation,venue_id,platform.org_unit,reference,declared,,yes
promotions.allocation_component,allocation_split_id,promotions.allocation_split,reference,declared,,yes
promotions.allocation_component,legal_entity_id,ledger.legal_entity,reference,declared,yes,yes
promotions.allocation_component,revenue_account_id,ledger.account,reference,declared,yes,yes
promotions.allocation_component,variant_id,catalogue.variant,reference,declared,yes,yes
promotions.allocation_component,venue_id,platform.org_unit,reference,declared,yes,yes
promotions.allocation_component,via createBundle,promotions.bundle,ambient,lineage,,
promotions.allocation_component,via createBundle,promotions.bundle_component,ambient,lineage,,
promotions.allocation_component,via updateBundle,promotions.bundle,ambient,lineage,,
promotions.allocation_component,via updateBundle,promotions.bundle_component,ambient,lineage,,
promotions.allocation_split,bundle_id,promotions.bundle,reference,declared,,yes
promotions.bundle,venue_id,platform.org_unit,reference,declared,yes,yes
promotions.bundle_choice_group,bundle_id,promotions.bundle,child,declared,,yes
promotions.bundle_component,bundle_id,promotions.bundle,child,declared,,yes
promotions.bundle_component,variant_id,catalogue.variant,reference,declared,yes,yes
promotions.bundle_component,venue_id,platform.org_unit,reference,declared,yes,yes
promotions.coupon_campaign,venue_id,platform.org_unit,reference,declared,yes,yes
promotions.coupon_code,assigned_subject_id,pii.subject,reference,declared,yes,yes
promotions.coupon_code,campaign_id,marketing.campaign,reference,declared,yes,yes
promotions.coupon_code,redeemed_order_id,orders.sales_order,reference,declared,yes,yes
promotions.product_relationship,from_product_id,rental.product,reference,convention,yes,yes
promotions.product_relationship,to_product_id,rental.product,reference,convention,yes,yes
promotions.promotion,venue_id,platform.org_unit,reference,declared,yes,yes
promotions.upsell_rule,suggested_bundle_id,promotions.bundle,reference,declared,,yes
promotions.voucher,batch_id,promotions.voucher_batch,reference,declared,,yes
promotions.voucher_batch,venue_id,platform.org_unit,reference,declared,yes,yes
queue.feed,queue_id,queue.queue,reference,declared,,yes
queue.queue,access_point_id,access.access_point,reference,declared,yes,yes
queue.queue,asset_id,maintenance.asset,reference,declared,yes,yes
queue.queue,attraction_product_id,catalogue.product,reference,declared,yes,yes
queue.queue,parent_queue_id,queue.queue,reference,convention,,yes
queue.queue,venue_id,platform.org_unit,reference,declared,yes,yes
queue.reading,queue_id,queue.queue,reference,declared,,yes
queue.waiting_guest,entitlement_id,access.entitlement,reference,declared,yes,yes
queue.waiting_guest,queue_id,queue.queue,reference,declared,,yes
queue.waiting_guest,subject_id,pii.subject,reference,declared,yes,yes
rental.agreement_rules,terms_document_asset_id,maintenance.asset,reference,convention,yes,yes
rental.agreement_signature,document_asset_id,maintenance.asset,reference,convention,yes,yes
rental.agreement_signature,participant_id,rental.participant,reference,convention,,yes
rental.agreement_signature,signature_asset_id,maintenance.asset,reference,convention,yes,yes
rental.blackout,location_id,inventory.location,reference,convention,yes,yes
rental.blackout,product_id,rental.product,reference,convention,,yes
rental.booking,deposit_authorisation_id,games.authorisation,reference,convention,yes,yes
rental.booking,location_id,inventory.location,reference,convention,yes,yes
rental.booking,product_id,rental.product,reference,convention,,yes
rental.booking,return_location_id,inventory.location,reference,convention,yes,yes
rental.category,default_deposit_policy_id,rental.deposit_policy,reference,convention,,yes
rental.category,icon_asset_id,maintenance.asset,reference,convention,yes,yes
rental.category,parent_category_id,rental.category,reference,convention,,yes
rental.damage_assessment,asset_id,maintenance.asset,reference,convention,yes,yes
rental.damage_assessment,inspection_id,maintenance.inspection,reference,convention,yes,yes
rental.damage_assessment,work_order_id,maintenance.work_order,reference,convention,yes,yes
rental.deposit_policy,category_id,rental.category,reference,convention,,yes
rental.deposit_policy,product_id,rental.product,reference,convention,,yes
rental.equipment_assignment,asset_id,maintenance.asset,reference,convention,yes,yes
rental.fee_policy,product_id,rental.product,reference,convention,,yes
rental.incident,asset_id,maintenance.asset,reference,convention,yes,yes
rental.incident,booking_id,rental.booking,reference,convention,,yes
rental.incident,work_order_id,maintenance.work_order,reference,convention,yes,yes
rental.inspection,asset_id,maintenance.asset,reference,convention,yes,yes
rental.location_rule,location_id,inventory.location,reference,convention,yes,yes
rental.override,approval_request_id,approvals.request,reference,convention,yes,yes
rental.override,booking_id,rental.booking,reference,convention,,yes
rental.pricing_profile,customer_segment_id,marketing.segment,reference,convention,yes,yes
rental.pricing_profile,product_id,rental.product,reference,convention,,yes
rental.product,catalogue_product_id,rental.product,reference,convention,,yes
rental.product,category_id,rental.category,reference,convention,,yes
rental.product,image_asset_id,maintenance.asset,reference,convention,yes,yes
rental.product,resource_type_id,resources.resource_type,reference,convention,yes,yes
rental.product,tenant_id,control.tenant,reference,convention,yes,yes
rental.settlement,booking_id,rental.booking,reference,convention,,yes
reporting.alert,acknowledged_by_principal_id,identity.principal,reference,convention,yes,yes
reporting.alert,rule_id,approvals.rule,reference,declared,yes,yes
reporting.dashboard,owner_principal_id,identity.principal,reference,declared,yes,yes
reporting.dashboard,venue_id,platform.org_unit,reference,declared,yes,yes
reporting.dashboard,via createDashboard,reporting.dashboard_tile,ambient,lineage,,
reporting.dashboard,via updateDashboard,reporting.dashboard_tile,ambient,lineage,,
reporting.dashboard_tile,dashboard_id,reporting.dashboard,child,declared,,yes
reporting.dashboard_tile,report_id,reporting.report_definition,reference,declared,,yes
reporting.delivery,subscription_id,marketing.subscription,reference,convention,yes,yes
reporting.execution,report_id,reporting.report_definition,reference,declared,,yes
reporting.execution,requested_by_principal_id,identity.principal,reference,declared,yes,yes
reporting.execution,schedule_id,reporting.schedule,reference,declared,,yes
reporting.export,execution_id,reporting.execution,reference,declared,,yes
reporting.export,requested_by_principal_id,identity.principal,reference,declared,yes,yes
reporting.report_column,definition_id,reporting.report_definition,reference,declared,,yes
reporting.report_column,report_definition_id,reporting.report_definition,reference,declared,,yes
reporting.report_column,via createReport,reporting.report_definition,ambient,lineage,,
reporting.report_column,via createReport,reporting.report_filter,ambient,lineage,,
reporting.report_column,via createReport,reporting.report_parameter,ambient,lineage,,
reporting.report_column,via updateReport,reporting.report_definition,ambient,lineage,,
reporting.report_column,via updateReport,reporting.report_filter,ambient,lineage,,
reporting.report_column,via updateReport,reporting.report_parameter,ambient,lineage,,
reporting.report_definition,created_by_principal_id,identity.principal,reference,declared,yes,yes
reporting.report_field,definition_id,reporting.report_definition,reference,declared,,yes
reporting.report_filter,definition_id,reporting.report_definition,reference,declared,,yes
reporting.report_filter,report_definition_id,reporting.report_definition,reference,declared,,yes
reporting.report_parameter,definition_id,reporting.report_definition,reference,declared,,yes
reporting.schedule,owner_principal_id,identity.principal,reference,declared,yes,yes
reporting.schedule,report_id,reporting.report_definition,reference,declared,,yes
reporting.schedule,via createReportSchedule,reporting.schedule_recipient,ambient,lineage,,
reporting.schedule,via updateReportSchedule,reporting.schedule_recipient,ambient,lineage,,
reporting.schedule_recipient,principal_id,identity.principal,reference,declared,yes,yes
reporting.subscription,runs_as_principal_id,identity.principal,reference,convention,yes,yes
reporting.subscription,schedule_id,reporting.schedule,reference,convention,,yes
resources.booking,deposit_authorisation_id,platform.wallet_authorisation,reference,convention,yes,yes
resources.booking,recurrence_group_id,orders.group_booking,reference,convention,yes,yes
resources.booking,resource_id,resources.resource,reference,declared,,yes
resources.booking,subject_id,pii.subject,reference,declared,yes,yes
resources.qualification,document_asset_id,maintenance.asset,reference,convention,yes,yes
resources.resource,parent_resource_id,resources.resource,reference,convention,,yes
resources.resource,principal_id,identity.principal,reference,declared,yes,yes
resources.resource_audit,resource_id,resources.resource,child,convention,,yes
resources.resource_block,resource_id,resources.resource,child,convention,,yes
resources.resource_category,parent_category_id,rental.category,reference,convention,yes,yes
resources.resource_dependency,target_resource_id,resources.resource,child,convention,,yes
resources.resource_dependency,target_resource_type_id,resources.resource_type,reference,convention,,yes
resources.resource_relation,resource_id,resources.resource,child,convention,,yes
resources.resource_requirement,category_id,rental.category,reference,convention,yes,yes
resources.resource_requirement,resource_id,resources.resource,child,convention,,yes
resources.resource_requirement,resource_type_id,resources.resource_type,reference,convention,,yes
resources.resource_schedule,resource_id,resources.resource,child,convention,,yes
resources.session_participant,session_id,identity.session,reference,declared,yes,yes
resources.session_participant,subject_id,pii.subject,reference,declared,yes,yes
retail.exchange,new_sale_id,retail.sale,reference,declared,,yes
retail.exchange,return_id,retail.return,reference,declared,,yes
retail.exchange,sale_id,retail.sale,reference,declared,,yes
retail.merchandise,category_id,rental.category,reference,convention,yes,yes
retail.merchandise,inventory_item_id,inventory.item,reference,declared,yes,yes
retail.merchandise,outlet_id,platform.outlet,reference,declared,yes,yes
retail.merchandise,variant_id,catalogue.variant,reference,declared,yes,yes
retail.reservation,outlet_id,platform.outlet,reference,declared,yes,yes
retail.reservation,subject_id,pii.subject,reference,declared,yes,yes
retail.reservation_line,merchandise_id,retail.merchandise,reference,declared,,yes
retail.reservation_line,reservation_id,retail.reservation,child,declared,,yes
retail.return,accepted_by_principal_id,identity.principal,reference,declared,yes,yes
retail.return,refund_id,orders.refund,reference,declared,yes,yes
retail.return,sale_id,retail.sale,reference,declared,,yes
retail.return,secondary_principal_id,identity.principal,reference,declared,yes,yes
retail.return_line,merchandise_id,retail.merchandise,reference,declared,,yes
retail.return_line,return_id,retail.return,child,declared,,yes
retail.return_policy,outlet_id,platform.outlet,reference,declared,yes,yes
retail.sale,order_id,orders.sales_order,reference,declared,yes,yes
retail.sale,outlet_id,platform.outlet,reference,declared,yes,yes
retail.sale,shift_id,orders.shift,reference,declared,yes,yes
retail.sale,subject_id,pii.subject,reference,declared,yes,yes
retail.sale_line,merchandise_id,retail.merchandise,reference,declared,,yes
retail.sale_line,sale_id,retail.sale,child,declared,,yes
retail.shop_and_drop,collected_by,identity.principal,reference,declared,yes,yes
retail.shop_and_drop,collected_by_principal_id,identity.principal,reference,declared,yes,yes
retail.shop_and_drop,collection_point_id,fnb.delivery_location,reference,declared,yes,yes
retail.shop_and_drop,entitlement_id,access.entitlement,reference,declared,yes,yes
retail.shop_and_drop,sale_id,retail.sale,reference,declared,,yes
retail.shop_and_drop,subject_id,pii.subject,reference,declared,yes,yes
retail.shop_and_drop,venue_id,platform.org_unit,reference,declared,yes,yes
retail.shop_and_drop_line,drop_id,retail.shop_and_drop,child,declared,,yes
retail.shop_and_drop_line,merchandise_id,retail.merchandise,reference,declared,,yes
retail.shop_and_drop_line,shop_and_drop_id,retail.shop_and_drop,child,declared,,yes
retail.store_rule,outlet_id,platform.outlet,reference,convention,yes,yes
seating.accessible,seat_map_id,seating.seat_map,reference,convention,,yes
seating.group_request,performance_id,catalogue.performance,reference,convention,yes,yes
seating.hold_pool,hold_type_id,seating.hold_type,reference,convention,,yes
seating.hold_pool,performance_id,catalogue.performance,reference,convention,yes,yes
seating.import_job,seat_map_id,seating.seat_map,reference,declared,,yes
seating.recommendation_rules,performance_id,catalogue.performance,reference,convention,yes,yes
seating.recommendation_rules,seat_map_id,seating.seat_map,reference,convention,,yes
seating.seat,category_id,rental.category,reference,convention,yes,yes
seating.seat,seat_map_id,seating.seat_map,reference,declared,,yes
seating.seat,via assignSeats,seating.seat_hold,ambient,lineage,,
seating.seat_block,created_by_principal_id,identity.principal,reference,declared,yes,yes
seating.seat_block,performance_id,catalogue.performance,reference,declared,yes,yes
seating.seat_category,venue_id,platform.org_unit,reference,declared,yes,yes
seating.seat_hold,block_id,seating.seat_block,reference,declared,,yes
seating.seat_hold,held_by_principal_id,identity.principal,reference,declared,yes,yes
seating.seat_hold,performance_id,catalogue.performance,reference,declared,yes,yes
seating.seat_hold,subject_id,pii.subject,reference,declared,yes,yes
seating.seat_map,venue_id,platform.org_unit,reference,declared,yes,yes
seating.seat_map,via cloneSeatMap,seating.section,ambient,lineage,,
seating.seat_map,via createSeatMap,seating.section,ambient,lineage,,
seating.seat_map,via importSeatMap,seating.section,ambient,lineage,,
seating.seat_map,via publishSeatMap,seating.section,ambient,lineage,,
seating.seat_map,via updateSeatMap,seating.section,ambient,lineage,,
seating.seat_map_template,region_id,platform.org_unit,reference,declared,yes,yes
seating.seat_rules,seat_map_id,seating.seat_map,reference,convention,,yes
seating.seating_rules,seat_map_id,seating.seat_map,reference,declared,,yes
seating.section_row,section_id,seating.section,child,declared,,yes
seating.zone,seat_category_id,seating.seat_category,reference,declared,,yes
seating.zone,seat_map_id,seating.seat_map,reference,declared,,yes
subscription.capacity_pack,invoice_id,control.invoice,reference,convention,yes,yes
subscription.capacity_pack,tenant_id,control.tenant,reference,convention,yes,yes
subscription.go_live_readiness,tenant_id,control.tenant,reference,convention,yes,yes
subscription.partner_quote,agreement_id,control.partner_agreement,reference,convention,yes,yes
sync.rejection,resolved_by_principal_id,identity.principal,reference,declared,yes,yes
sync.rejection,workstation_id,platform.workstation,reference,declared,yes,yes
tenancy.device_assignment,assigned_workstation_id,platform.workstation,reference,convention,yes,yes
tenancy.device_assignment,custodian_principal_id,identity.principal,reference,convention,yes,yes
tenancy.device_assignment,device_id,platform.device,reference,convention,yes,yes
tenancy.device_assignment,owner_org_unit_id,platform.org_unit,reference,convention,yes,yes
tenancy.device_audit,actor_principal_id,identity.principal,reference,convention,yes,yes
tenancy.device_audit,device_id,platform.device,reference,convention,yes,yes
tenancy.device_credential,device_id,platform.device,reference,convention,yes,yes
tenancy.device_firmware,artefact_asset_id,maintenance.asset,reference,convention,yes,yes
tenancy.device_rollout,firmware_id,tenancy.device_firmware,reference,convention,,yes
tenancy.device_tamper_event,device_id,platform.device,reference,convention,yes,yes
tenancy.device_telemetry,device_id,platform.device,reference,convention,yes,yes
venuemap.import_job,map_id,venuemap.map,reference,declared,,yes
venuemap.import_job,via importVenueGeometry,venuemap.path,ambient,lineage,,
venuemap.import_job,via importVenueGeometry,venuemap.point,ambient,lineage,,
venuemap.map,base_asset_id,maintenance.asset,reference,convention,yes,yes
venuemap.map,via setPathClosure,venuemap.path,ambient,lineage,,
venuemap.path,from_point_id,venuemap.point,reference,convention,,yes
venuemap.path,map_id,venuemap.map,reference,declared,,yes
venuemap.path,restricted_by_point_id,venuemap.point,reference,convention,,yes
venuemap.path,to_point_id,venuemap.point,reference,convention,,yes
venuemap.path,via acceptWalkwayProposals,venuemap.point,ambient,lineage,,
venuemap.point,access_point_id,access.access_point,reference,declared,yes,yes
venuemap.point,map_id,venuemap.map,reference,declared,,yes
venuemap.point,outlet_id,platform.outlet,reference,declared,yes,yes
venuemap.point,product_id,catalogue.product,reference,declared,yes,yes
wallet.adjustment,wallet_id,wallet.wallet,reference,convention,,yes
wallet.credential,replaced_by_credential_id,accreditation.credential,reference,convention,yes,yes
wallet.credential,wallet_id,wallet.wallet,reference,convention,,yes
wallet.credit_eligibility,credit_type_id,wallet.credit_type,reference,convention,,yes
wallet.credit_lot,credit_type_id,wallet.credit_type,reference,convention,,yes
wallet.credit_lot,wallet_id,wallet.wallet,reference,convention,,yes
wallet.dispute,adjustment_id,wallet.adjustment,reference,convention,,yes
wallet.dispute,wallet_id,wallet.wallet,reference,convention,,yes
wallet.funding_rules,wallet_type_id,wallet.wallet_type,reference,convention,,yes
wallet.gift_card,subject_id,pii.subject,reference,declared,yes,yes
wallet.gift_card,via redeemGiftCard,wallet.wallet_transaction,ambient,lineage,,
wallet.gift_card_product,credit_type_id,wallet.credit_type,reference,convention,,yes
